taxon,life form,habitat,habit,clonality,perennial organ,plant min. height [m],plant max. height [m],indumentum,spinescence,succulence,leaf arrangement,leaf architecture,leaf position,leaf shape,leaf apex,leaf base,leaf margin,leaf min. width [cm],leaf max. width [cm],leaf min. length [cm],leaf max. length [cm],bract colour,bracteole colour,inflorescence arrangement,inflorescence orientation,flower sex,flower architecture,flower merosity,flower symmetry,flower shape,flower colour,flower orientation,petal fusion,petal colour,petal min. width [cm],petal max. width [cm],calyx colour,calyx min. length [cm],calyx max. length [cm],corolla colour,corolla tube min. length [cm],corolla tube max. length [cm],corolla tube lipped,labellum colour,labellum min. width [cm],labellum max. width [cm],spur min. length [cm],spur max. length [cm],reproduction architecture,reproduction system,stamen number,stamen arrangement,stamenoid number,stamen min. length [cm],stamen max. length [cm],staminodium,pollen colour,carpel/ovary number,gynoecium arrangement,heterostyly,pollination,reward,fruit type,fruit structure,fruit dehiscence,fruit shape,fruit colour,seed colour,seeds per fruit min,seeds per fruit max,seeds per fruit min.,seed min. width [mm],seed max. width [mm],seed min. length [mm],seed max. length [mm],seed min. diameter [mm],seed max. diameter [mm],dispersal mode,ploidy level (2n),root min. depth [cm],root max. depth [cm],source,wfo
Piptatherum hilariae,perennial,,"erect leafy/tussock, tussock",,,,,"pubescent, glabrous",,,,flat,,,,,flat,0.15 cm,0.45 cm,5 cm,30 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000890703
Piptatherum laterale,perennial,,"erect leafy/tussock, tussock",,,,,pubescent,,,,flat,,,,,flat,0.1 cm,0.3 cm,20 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0001098655
Piptatherum munroi,perennial,,"erect leafy/tussock, tussock",,,,,"pubescent, glabrous, hairy",,,,flat,,,,,flat,0.3 cm,0.6 cm,25 cm,25 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000890739
Pistacia khinjuk,,,"tree, shrub",,,6 m,6 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000394534
Pithecellobium dulce,perennial,,tree,,,,,,spinescent,,,,,,,,,,,,,,,panicle,,,,,,,"greenish, white",,,,,,,0.1 cm,0.1 cm,,0.3 cm,0.4 cm,,,,,,,,,,,,,,,,,,,,,,,,,,"pink, white, black",5.0,9.0,9.0,,,25.00 mm,25.00 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000178252
Plantago afra,annual,,herb,,,,,"glandular, hairy",,,,,opposite,"linear, lanceolate",obtuse,,entire,0.15 cm,0.4 cm,3 cm,6 cm,,,,,,,,,,,,,,,,,,,,0.4 cm,0.4 cm,,,,,,,,,,,,,,,,,,,,,,,,,,reddish-brown,2.0,2.0,2.0,,,2 mm,3 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000478117
Plantago baltistanica,annual,,"herb, erect leafy, tussock",,,,,"woolly, hairs absent, hairy",,,,,,"linear, lanceolate",,,entire,,,,,greenish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000487636
Plantago coronopus,"perennial, annual",,"herb, erect leafy, tussock",,,0.15 m,0.20 m,hirsute,,,,pinnatipartite,,oblong,,,,1 cm,1.8 cm,8 cm,12 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,5.0,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000487725
Plantago cylindrica,perennial,,"herb, erect leafy",,,0.15 m,0.15 m,"woolly, hairy",,,,appressed,,"linear, lanceolate",attenuate,attenuate,,0.2 cm,1.5 cm,8 cm,13 cm,,,,,,,,,,,,,,,,,,,,0.3 cm,0.3 cm,,,,,,,,,,,,,,,,,,,,,,,,,,"brown, yellowish",,,,,,2.25 mm,2.25 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0001095021
Plantago depressa,annual,,"herb, erect leafy, tussock",,,0.12 m,0.12 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05 cm,0.05 cm,,,,,,,,,,,,,,,,,,,,,,,,,,"brown, purplish",5.0,5.0,5.0,,,1.5 mm,1.5 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000486802
Plantago exigua,annual,,herb,,,,,"hairy, ciliate",,,,,,"linear, fukufirn",,,"entire, ciliate",0.05 cm,0.075 cm,2 cm,4 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ellipsoid,,"reddish, brown",,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0001095022
Plantago himalaica,perennial,,"herb, erect leafy, tussock",,,0.02 m,0.02 m,glabrous,,,simple,,,ovate,,,"denticulate, undulate",,,,,,,,,,,,,,,,,,,,,,,,0.15 cm,0.15 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,4.0,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0001094957
Plantago indica,annual,,herb,,,,,,,,,flat,opposite,"linear, lanceolate","attenuate, obtuse",attenuate,"flat, entire, dentate",0.2 cm,0.4 cm,6 cm,8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reddish-brown,,,,,,2.5 mm,2.75 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000478468
Plantago lagocephala,annual,,"herb, erect leafy",,,,,hairy,,,,,,"spatulate, oblanceolate, lanceolate","attenuate, obtuse",attenuate,,,,,,yellowish,,,,,,,,,,,,,,,,,,brown,0.1 cm,0.1 cm,,,,,,,,,,,,,,,,,,,,,,,,,,yellowish-brown,,,,,,2.5 mm,3 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0001095037
Plantago lagopus,annual,,"herb, erect leafy, tussock",,,0.50 m,0.50 m,"glabrous, pubescent",,,,,,lanceolate,acute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ellipsoid,,,2.0,2.0,2.0,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000486742
Plantago lanceolata,perennial,,"herb, erect leafy, tussock",,,0.30 m,0.60 m,"glabrous, pubescent",,,,,,"lanceolate, elliptic",acute,,,1 cm,5 cm,10 cm,40 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000486603
Plantago loeflingii,annual,,"herb, erect leafy, tussock",,,,,hairy,,,,,,"linear, setiform, lanceolate",obtuse,,,0.15 cm,0.8 cm,2 cm,12 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brown, yellow",,,,,,2 mm,2.5 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000486624
Plantago major,perennial,,"herb, erect leafy, tussock",,,,,,,,,,spirally,,,,,,,,,"brown, brownish",,,,,,,,,,,,,,,,0.3 cm,0.3 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,globose,,black,,,,0.8 mm,0.8 mm,1 mm,1.7 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000486544
Plantago ovata,annual,,"herb, erect leafy",,,0.05 m,0.10 m,"woolly, hairy",,,,appressed,,linear,"acute, obtuse",,"denticulate, entire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ellipsoid,,yellowish-brown,2.0,2.0,2.0,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000486655
Plantago stocksii,perennial,,"herb, erect leafy",,,,,,,,,,,lanceolate,obtuse,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,,,4 mm,4 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000487284
Platanus orientalis,perennial,,tree,,,25 m,25 m,tomentose,,,lobed,lobed,,,,,,12 cm,30 cm,8 cm,24 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,0.25 cm,0.25 cm,,,,,,,,,,,,,yellow,,,,,,8 mm,8 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000487086
Pleioneura griffithiana,perennial,,,,,0.50 m,0.50 m,"glabrous, pubescent",,,,sessile,,lanceolate,"attenuate, acute",attenuate,,0.3 cm,0.7 cm,1.0 cm,15.0 cm,,,,,,,,,,,,,"pink, white",,,green,0.56 cm,0.7 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0001292169
Pluchea arguta,,,shrub,,,,,"papillose, glabrous, pubescent",,,,sessile,alternate,"obovate, oblong, spatulate, oblanceolate","attenuate, acute",attenuate,"serrate, dentate",0.3 cm,2.0 cm,1.5 cm,3.5 cm,,,,,,,,,,"violet, pink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000046565
Pluchea lanceolata,,,,,,1.5 m,1.5 m,"bristly, pubescent",,,,sessile,,"oblong, spatulate, oblanceolate",mucronate,,"serrulate, entire, dentate",0.3 cm,2 cm,1 cm,7 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000131602
Pluchea ovalis,,,,,,,,"tomentose, pubescent",,,,"sessile, decurrent",,"lanceolate, oblanceolate, obovate, oblong, spatulate","obtuse, acute",auriculate,dentate,1.5 cm,3 cm,1 cm,6 cm,,,,,,,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000136883
Pluchea tomentosa,,,,,,,,"tomentose, pubescent",,,,"sessile, decurrent",,"lanceolate, oblanceolate, obovate, oblong, spatulate","obtuse, acute",auriculate,dentate,1.5 cm,3 cm,1 cm,6 cm,,,,,,,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000079603
Pluchea wallichiana,,,shrub,,,2 m,2 m,"scabrous, bristly, glandular, hairy, pubescent",,,,"sessile, amplexicaul",alternate,"obovate, oblong, elliptic","acute, obtuse",,"scabrous, entire, dentate",1 cm,3 cm,2 cm,7.3 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000022103
Plumbago zeylanica,,,"shrub, climber/scrambler",,,,,,,,,,,ovate,acute,,,3 cm,3 cm,7 cm,7 cm,,,,,,,,,,,,,,,,,1 cm,1.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000487062
Plumeria rubra,,,,,,,,"pubescent, glabrous",,,,,spirally,"obovate, oblong",acute,,entire,5 cm,10 cm,15 cm,30 cm,,,,,,,,,,"white, pink, yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cylindrical,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000279184
Poa aitchisonii,perennial,,"tussock, erect leafy/tussock",,,,,"scabrous, pubescent",,,,flat,,,,,flat,0.2 cm,0.4 cm,4 cm,10 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000891392
Poa alpina,perennial,,"tussock, erect leafy/tussock",,,,,pubescent,,,,flat,,,,,flat,0.2 cm,0.5 cm,4 cm,12 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000891425
Poa annua,"perennial, annual",,"tussock, erect leafy/tussock, scrambler, prostrate",,,,,pubescent,,,,flat,,,,,flat,0.1 cm,0.5 cm,1 cm,14 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000891536
Poa araratica,perennial,,"tussock, erect leafy/tussock",,,,,"scabrous, pubescent",,,,"flat, convolute",,fukufirn,,,flat,0.1 cm,0.15 cm,4 cm,10 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000891577
Poa attenuata,perennial,,"tussock, erect leafy/tussock",,,,,"scabrous, pubescent",,,,involute,,setiform,,,involute,0.1 cm,0.3 cm,1.5 cm,10 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000891646
Poa bactriana,perennial,,"tussock, erect leafy/tussock",,,,,"scabrous, pubescent",,,,flat,,,,,flat,0.1 cm,0.35 cm,1.5 cm,17 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000891685
Poa bulbosa,perennial,,"tussock, erect leafy/tussock",,,,,"glabrous, pubescent",,,,flat,,,,,flat,0.05 cm,0.2 cm,2 cm,10 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000891825
Poa calliopsis,perennial,,erect leafy/tussock,rhizomatous,,,,scabrous,,,,flat,,,,,flat,0.15 cm,0.2 cm,1 cm,4 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000891878
Poa falconeri,perennial,,"tussock, erect leafy/tussock",,,,,"scabrous, pubescent",,,,flat,,,,,flat,,,6 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000892272
Poa flexuosa,perennial,,"tussock, erect leafy/tussock",,,,,"scabrous, pubescent",,,,flat,,,,,flat,0.15 cm,0.25 cm,3 cm,16 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000892339
Poa infirma,annual,,"tussock, erect leafy/tussock, prostrate",,,,,pubescent,,,,flat,,,acute,,flat,0.1 cm,0.4 cm,0.5 cm,8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000892617
Poa koelzii,perennial,,"tussock, erect leafy/tussock",,,,,"scabrous, pubescent",,,,,,,,,,0.1 cm,0.15 cm,0.8 cm,2 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000892700
Poa nemoralis,perennial,,"tussock, erect leafy/tussock",,,,,"glabrous, pubescent",,,,flat,,,,,flat,0.1 cm,0.3 cm,5 cm,12 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000893068
Poa nepalensis,perennial,,"erect leafy/tussock, erect leafy, scrambler",,,,,scabrous,,,,flat,,,,,flat,0.15 cm,0.4 cm,3.5 cm,15 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000893107
Poa pagophila,perennial,,"tussock, erect leafy/tussock",,,,,"scabrous, pubescent",,,,flat,,,,,flat,0.15 cm,0.25 cm,3 cm,16 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000893205
Poa palustris,perennial,,"tussock, erect leafy/tussock",,,,,pubescent,,,,flat,,,,,flat,0.1 cm,0.4 cm,5 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000893216
Poa persica,annual,,"tussock, erect leafy/tussock",,,,,"glabrous, scabrous, pubescent",,,,,,,,,,0.2 cm,0.65 cm,4 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000893299
Poa polycolea,perennial,,"erect leafy/tussock, scrambler",stoloniferous,,,,,,,,flat,,"orbicular, rounded",,rounded,flat,0.1 cm,0.25 cm,3.5 cm,8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000893375
Poa pratensis,perennial,,"tussock, erect leafy/tussock",rhizomatous,,,,"scabrous, pubescent",,,,flat,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000893396
Poa royleana,"perennial, annual",,"tussock, erect leafy/tussock, scrambler, prostrate",,,,,pubescent,,,,flat,,,,,flat,0.1 cm,0.5 cm,1 cm,14 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000893648
Poa setulosa,perennial,,"tussock, erect leafy/tussock",,,,,"scabrous, pubescent",,,,flat,,,,,flat,0.15 cm,0.2 cm,7 cm,11 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000893808
Poa sikkimensis,"perennial, annual",,"tussock, erect leafy/tussock",,,,,"glabrous, scabrous, pubescent",,,,flat,,,,,flat,0.2 cm,0.5 cm,3 cm,10 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000893831
Poa sinaica,perennial,,"tussock, erect leafy/tussock",,,,,"scabrous, pubescent",,,,,,,,,,0.15 cm,0.25 cm,3 cm,12 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000893838
Poa stapfiana,perennial,,erect leafy/tussock,stoloniferous,,,,scabrous,,,,flat,,,,,flat,0.1 cm,0.5 cm,5 cm,14 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000893904
Poa sterilis,perennial,,"tussock, erect leafy/tussock",,,,,"scabrous, pubescent",,,,"flat, convolute",,,,,flat,0.1 cm,0.2 cm,3 cm,15 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000893924
Poa stewartiana,annual,,erect leafy/tussock,,,,,,,,,flat,,"orbicular, rounded",,rounded,flat,1.5 cm,0.4 cm,7 cm,15 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000893928
Poa supina,perennial,,"tussock, erect leafy/tussock, scrambler",,,,,"scabrous, pubescent",,,,flat,,,,,flat,0.2 cm,0.3 cm,1 cm,7 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000894002
Poa trivialis,perennial,,"tussock, erect leafy/tussock, scrambler",,,,,"scabrous, pubescent",,,,flat,,,,,flat,0.2 cm,0.6 cm,3 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000894135
Podolotus hosackioides,perennial,,herb,,,0.20 m,0.40 m,glabrous,,,,,,elliptic,emarginate,truncate,,,,3 cm,6 cm,,,,,,,,,,,,,,,,,0.3 cm,0.3 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,6.0,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000205267
Podophyllum hexandrum,perennial,,herb,,,0.15 m,0.45 m,glabrous,,"flexhy, succulent",lobed,"lobed, palmate",,,,,,,,,,,,,,,,,,,"white, pink",,,,1 cm,1.5 cm,,,,,,,,,,,,,,,6.0,,,,,,,,terminal,,,,,,,,,,,,,,,2 mm,3 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000397412
Pogonatherum crinitum,perennial,,erect leafy/tussock,,,,,,,,,,,,,,,0.1 cm,0.3 cm,1 cm,4 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000894428
Pogonatherum paniceum,perennial,,"erect leafy/tussock, tussock",,,,,pubescent,,,,,,,,,,0.1 cm,0.3 cm,1 cm,5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000894436
Pogostemon benghalensis,,,shrub,,,1 m,2 m,"pubescent, velutinous",,,,,,"orbicular, rounded, ovate","acute, acuminate","rounded, cuneate",serrate,7 cm,7 cm,12 cm,12 cm,purplish,,,,,,,,,,,,,,,,0.4 cm,0.5 cm,,,,,"pink, purplish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000279648
Pogostemon plectranthoides,,,shrub,,,1 m,2 m,"pubescent, velutinous",,,,,,"orbicular, rounded, ovate","acute, acuminate","rounded, cuneate",serrate,7 cm,7 cm,12 cm,12 cm,purplish,,,,,,,,,,,,,,,,0.4 cm,0.5 cm,,,,,"pink, purplish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000279729
Pogostemon pumilus,annual,,herb,,,,,glabrous,,,,sessile,,"linear, cordate, lanceolate",,cordate,"entire, serrulate",0.05 cm,0.05 cm,2 cm,5 cm,purplish,,,,,,,,,,,,,,,purplish,0.15 cm,0.15 cm,"lilac, pink",0.35 cm,0.35 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000279733
Polycarpaea corymbosa,annual,,,,,,,glabrous,,,,,"opposite, whorled",linear,,,,0.05 cm,0.075 cm,1.0 cm,1.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,terminal,,,,,,,,brown,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000395455
Polycarpaea spicata,annual,,herb,,,,,,,,,,whorled,obovate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,terminal,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000395814
Polycarpon depressum,,,,,,,,"woolly, hairs absent",,,,,,"lanceolate, obovate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,,,0.3 mm,0.5 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0001291502
Polycarpon prostratum,,,,,,,,"woolly, hairs absent",,,,,,"lanceolate, obovate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,,,0.3 mm,0.5 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000395697
Polygala abyssinica,perennial,,suffrutex,,,0.02 m,0.45 m,"glabrescent, glabrous",,,,,,"linear, lanceolate, oblong, obovate","acute, acuminate, recurved",,recurved,0.05 cm,0.3 cm,0.6 cm,1.9 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000484053
Polygala arvensis,annual,,,,,0.06 m,0.30 m,pubescent,,,,,,"linear, lanceolate, elliptic, obovate","mucronate, recurved",,recurved,0.1 cm,0.7 cm,0.4 cm,5.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0001219818
